ID_Orden,Producto,Cantidad,Fecha_Compra,Direccion,Precio_Unitario,Mes,Venta_Total
5883,Google Pixel 8,2,2025-03-28 10:59:00,Valencia,699,3,1398
5884,Monitor 4K,4,2025-09-24 00:08:00,Valencia,399,9,1596
5885,AirPods Pro,1,2025-02-15 11:49:00,Valencia,249,2,249
5886,Google Pixel 8,4,2025-08-07 07:28:00,Madrid,699,8,2796
5887,Teclado Mecánico,3,2025-11-01 18:07:00,Madrid,120,11,360
5888,AirPods Pro,3,2025-05-03 12:35:00,Bilbao,249,5,747
5889,iPhone 15,2,2025-05-21 01:55:00,Sevilla,999,5,1998
5890,Teclado Mecánico,4,2025-04-04 12:51:00,Barcelona,120,4,480
5891,Cargador USB-C,3,2025-01-30 10:23:00,Valencia,25,1,75
5892,Cargador USB-C,2,2025-09-10 18:42:00,Madrid,25,9,50
5893,AirPods Pro,4,2025-04-28 07:35:00,Bilbao,249,4,996
5894,MacBook Pro,4,2025-10-20 15:13:00,Madrid,1499,10,5996
5895,Cargador USB-C,2,2025-10-19 11:41:00,Barcelona,25,10,50
5896,iPhone 15,4,2025-07-01 12:29:00,Bilbao,999,7,3996
5897,iPhone 15,1,2025-02-24 02:06:00,Barcelona,999,2,999
5898,AirPods Pro,2,2025-12-10 03:19:00,Bilbao,249,12,498
5900,Google Pixel 8,2,2025-09-18 14:43:00,Madrid,699,9,1398
5901,Google Pixel 8,1,2025-08-17 08:03:00,Bilbao,699,8,699
5902,MacBook Pro,2,2025-08-16 10:11:00,Valencia,1499,8,2998
5903,Cargador USB-C,1,2025-04-21 13:00:00,Madrid,25,4,25
5904,Cargador USB-C,4,2025-11-25 01:11:00,Madrid,25,11,100
5905,Google Pixel 8,2,2025-02-27 11:37:00,Madrid,699,2,1398
5906,Teclado Mecánico,1,2025-01-12 17:28:00,Barcelona,120,1,120
5910,Google Pixel 8,3,2025-02-03 17:45:00,Valencia,699,2,2097
5911,Monitor 4K,3,2025-01-19 16:25:00,Valencia,399,1,1197
5912,MacBook Pro,1,2025-03-29 07:49:00,Sevilla,1499,3,1499
5913,AirPods Pro,4,2025-08-12 06:00:00,Sevilla,249,8,996
5915,Teclado Mecánico,4,2025-04-06 00:14:00,Bilbao,120,4,480
5916,iPhone 15,2,2025-02-07 07:03:00,Madrid,999,2,1998
5917,MacBook Pro,3,2025-12-11 12:04:00,Sevilla,1499,12,4497
5918,AirPods Pro,3,2025-08-23 16:59:00,Barcelona,249,8,747
5919,Google Pixel 8,2,2025-05-15 03:18:00,Bilbao,699,5,1398
5920,Teclado Mecánico,4,2025-06-23 07:02:00,Bilbao,120,6,480
5921,Teclado Mecánico,4,2025-12-12 21:02:00,Valencia,120,12,480
5922,AirPods Pro,1,2025-08-31 05:12:00,Bilbao,249,8,249
5923,Teclado Mecánico,3,2025-04-18 20:32:00,Valencia,120,4,360
5924,MacBook Pro,2,2025-12-16 04:52:00,Bilbao,1499,12,2998
5925,Cargador USB-C,4,2025-01-03 21:34:00,Barcelona,25,1,100
5926,MacBook Pro,2,2025-06-24 08:26:00,Madrid,1499,6,2998
5927,Cargador USB-C,2,2025-03-09 13:55:00,Sevilla,25,3,50
5928,MacBook Pro,1,2025-07-02 08:52:00,Valencia,1499,7,1499
5929,AirPods Pro,3,2025-03-21 07:51:00,Barcelona,249,3,747
5930,Cargador USB-C,2,2025-02-24 15:17:00,Sevilla,25,2,50
5931,Google Pixel 8,3,2025-06-02 12:02:00,Valencia,699,6,2097
5932,Cargador USB-C,4,2025-12-08 03:06:00,Sevilla,25,12,100
5933,Google Pixel 8,4,2025-12-03 04:29:00,Sevilla,699,12,2796
5934,iPhone 15,2,2025-08-12 03:34:00,Madrid,999,8,1998
5935,Cargador USB-C,4,2025-06-25 21:42:00,Barcelona,25,6,100
5936,Monitor 4K,2,2025-08-25 20:00:00,Madrid,399,8,798
5937,Google Pixel 8,1,2025-08-07 08:43:00,Madrid,699,8,699
5938,AirPods Pro,4,2025-07-04 01:11:00,Madrid,249,7,996
5939,Cargador USB-C,4,2025-04-12 06:03:00,Madrid,25,4,100
5940,Monitor 4K,4,2025-02-22 13:29:00,Sevilla,399,2,1596
5942,Monitor 4K,3,2025-10-05 21:40:00,Madrid,399,10,1197
5943,MacBook Pro,4,2025-11-08 14:56:00,Valencia,1499,11,5996
5944,iPhone 15,4,2025-07-25 10:53:00,Valencia,999,7,3996
5945,Teclado Mecánico,4,2025-07-08 06:08:00,Sevilla,120,7,480
5946,AirPods Pro,4,2025-06-15 01:37:00,Bilbao,249,6,996
5947,Cargador USB-C,4,2025-02-20 13:03:00,Bilbao,25,2,100
5948,AirPods Pro,2,2025-08-18 10:22:00,Barcelona,249,8,498
5949,MacBook Pro,4,2025-12-05 09:39:00,Valencia,1499,12,5996
5950,AirPods Pro,4,2025-09-23 06:29:00,Sevilla,249,9,996
5951,Cargador USB-C,4,2025-11-30 08:18:00,Barcelona,25,11,100
5952,MacBook Pro,3,2025-11-18 03:43:00,Madrid,1499,11,4497
5954,Teclado Mecánico,3,2025-03-04 11:00:00,Bilbao,120,3,360
5955,AirPods Pro,1,2025-07-29 04:05:00,Valencia,249,7,249
5956,MacBook Pro,1,2025-11-10 14:37:00,Sevilla,1499,11,1499
5957,AirPods Pro,3,2025-12-24 04:39:00,Madrid,249,12,747
5958,Google Pixel 8,3,2025-09-05 09:34:00,Valencia,699,9,2097
5959,Google Pixel 8,1,2025-05-22 16:12:00,Madrid,699,5,699
5960,iPhone 15,1,2025-07-18 16:46:00,Madrid,999,7,999
5961,iPhone 15,3,2025-05-04 16:30:00,Valencia,999,5,2997
5962,AirPods Pro,2,2025-08-28 04:34:00,Sevilla,249,8,498
5963,MacBook Pro,1,2025-05-27 00:59:00,Bilbao,1499,5,1499
5964,iPhone 15,1,2025-12-04 09:46:00,Valencia,999,12,999
5965,Monitor 4K,1,2025-10-25 20:42:00,Bilbao,399,10,399
5967,iPhone 15,3,2025-12-25 22:46:00,Madrid,999,12,2997
5968,iPhone 15,2,2025-08-14 11:57:00,Sevilla,999,8,1998
5969,Cargador USB-C,3,2025-05-31 21:01:00,Valencia,25,5,75
5970,MacBook Pro,4,2025-03-01 16:28:00,Barcelona,1499,3,5996
5971,Cargador USB-C,3,2025-09-09 10:53:00,Sevilla,25,9,75
5972,AirPods Pro,3,2025-02-06 17:57:00,Bilbao,249,2,747
5973,Monitor 4K,1,2025-04-13 16:00:00,Bilbao,399,4,399
5974,Google Pixel 8,4,2025-08-20 06:02:00,Barcelona,699,8,2796
5975,Cargador USB-C,3,2025-02-26 20:48:00,Madrid,25,2,75
5976,iPhone 15,1,2025-12-31 16:21:00,Sevilla,999,12,999
5977,Cargador USB-C,4,2025-08-10 05:17:00,Valencia,25,8,100
5978,Google Pixel 8,3,2025-01-19 00:33:00,Sevilla,699,1,2097
5979,iPhone 15,2,2025-02-19 19:04:00,Barcelona,999,2,1998
5980,Monitor 4K,4,2025-05-05 16:48:00,Barcelona,399,5,1596
5981,Google Pixel 8,3,2025-08-06 21:18:00,Madrid,699,8,2097
5982,Teclado Mecánico,3,2025-01-14 18:01:00,Madrid,120,1,360
5984,AirPods Pro,1,2025-06-19 20:30:00,Valencia,249,6,249
5985,AirPods Pro,3,2025-01-13 18:17:00,Sevilla,249,1,747
5986,MacBook Pro,1,2025-12-24 12:57:00,Bilbao,1499,12,1499
5987,Teclado Mecánico,3,2025-04-28 15:57:00,Valencia,120,4,360
5988,AirPods Pro,1,2025-09-14 13:19:00,Madrid,249,9,249
5989,iPhone 15,1,2025-05-15 02:30:00,Valencia,999,5,999
5990,Teclado Mecánico,2,2025-03-10 04:17:00,Bilbao,120,3,240
5991,Monitor 4K,3,2025-10-20 11:28:00,Sevilla,399,10,1197
5992,MacBook Pro,2,2025-02-26 23:47:00,Barcelona,1499,2,2998
5993,AirPods Pro,3,2025-03-18 23:55:00,Valencia,249,3,747
5994,Google Pixel 8,4,2025-06-22 19:08:00,Barcelona,699,6,2796
5995,MacBook Pro,4,2025-01-24 03:29:00,Bilbao,1499,1,5996
5996,MacBook Pro,4,2025-04-12 02:38:00,Barcelona,1499,4,5996
5997,Cargador USB-C,3,2025-03-27 14:56:00,Barcelona,25,3,75
5998,MacBook Pro,2,2025-10-27 06:37:00,Barcelona,1499,10,2998
6000,Monitor 4K,1,2025-11-03 08:14:00,Valencia,399,11,399
6001,MacBook Pro,4,2025-11-17 06:57:00,Bilbao,1499,11,5996
6002,Teclado Mecánico,2,2025-04-03 07:59:00,Valencia,120,4,240
6003,iPhone 15,4,2025-02-02 21:22:00,Valencia,999,2,3996
6004,iPhone 15,1,2025-06-17 23:19:00,Barcelona,999,6,999
6005,MacBook Pro,3,2025-01-17 22:20:00,Madrid,1499,1,4497
6006,Monitor 4K,2,2025-05-24 16:55:00,Valencia,399,5,798
6007,Monitor 4K,1,2025-04-09 05:08:00,Sevilla,399,4,399
6008,Google Pixel 8,3,2025-12-31 13:22:00,Bilbao,699,12,2097
6009,Google Pixel 8,3,2025-11-03 16:21:00,Bilbao,699,11,2097
6010,Teclado Mecánico,4,2025-04-21 14:40:00,Valencia,120,4,480
6011,MacBook Pro,3,2025-11-28 02:02:00,Sevilla,1499,11,4497
6012,Monitor 4K,4,2025-07-10 19:21:00,Bilbao,399,7,1596
6013,Cargador USB-C,1,2025-09-28 09:41:00,Valencia,25,9,25
6014,MacBook Pro,2,2025-12-21 17:05:00,Barcelona,1499,12,2998
6015,Monitor 4K,1,2025-05-16 20:13:00,Valencia,399,5,399
6016,Monitor 4K,2,2025-10-19 09:39:00,Barcelona,399,10,798
6017,Teclado Mecánico,4,2025-10-05 15:04:00,Valencia,120,10,480
6018,Cargador USB-C,4,2025-02-16 17:15:00,Barcelona,25,2,100
6019,Cargador USB-C,4,2025-11-29 06:04:00,Barcelona,25,11,100
6020,Google Pixel 8,4,2025-01-16 11:21:00,Bilbao,699,1,2796
6021,iPhone 15,3,2025-03-17 21:26:00,Bilbao,999,3,2997
6022,AirPods Pro,3,2025-03-29 05:37:00,Sevilla,249,3,747
6023,Google Pixel 8,4,2025-12-28 08:57:00,Sevilla,699,12,2796
6024,MacBook Pro,1,2025-01-10 09:37:00,Madrid,1499,1,1499
6025,Teclado Mecánico,1,2025-01-27 04:01:00,Madrid,120,1,120
6026,Monitor 4K,1,2025-06-27 02:05:00,Valencia,399,6,399
6027,Google Pixel 8,3,2025-12-14 14:53:00,Bilbao,699,12,2097
6028,MacBook Pro,2,2025-03-25 02:51:00,Madrid,1499,3,2998
6029,AirPods Pro,4,2025-01-17 19:22:00,Bilbao,249,1,996
6030,AirPods Pro,1,2025-11-13 17:32:00,Barcelona,249,11,249
6031,iPhone 15,1,2025-10-11 18:23:00,Madrid,999,10,999
6032,MacBook Pro,4,2025-09-29 00:01:00,Valencia,1499,9,5996
6033,Google Pixel 8,3,2025-12-25 00:20:00,Barcelona,699,12,2097
6034,AirPods Pro,1,2025-01-28 01:40:00,Valencia,249,1,249
6035,Cargador USB-C,3,2025-08-11 17:41:00,Barcelona,25,8,75
6036,Google Pixel 8,1,2025-11-20 05:42:00,Valencia,699,11,699
6037,Google Pixel 8,4,2025-01-17 01:55:00,Bilbao,699,1,2796
6038,Monitor 4K,3,2025-11-20 02:09:00,Sevilla,399,11,1197
6039,Cargador USB-C,4,2025-01-01 15:11:00,Valencia,25,1,100
6040,Cargador USB-C,2,2025-09-21 04:45:00,Sevilla,25,9,50
6041,AirPods Pro,1,2025-12-03 07:38:00,Madrid,249,12,249
6042,Teclado Mecánico,2,2025-09-24 02:59:00,Sevilla,120,9,240
6043,Monitor 4K,1,2025-10-30 14:51:00,Sevilla,399,10,399
6044,Cargador USB-C,1,2025-09-25 01:08:00,Bilbao,25,9,25
6045,Monitor 4K,4,2025-07-12 16:02:00,Bilbao,399,7,1596
6046,iPhone 15,2,2025-12-30 00:14:00,Sevilla,999,12,1998
6047,Google Pixel 8,3,2025-10-28 03:11:00,Bilbao,699,10,2097
6048,Google Pixel 8,2,2025-07-01 18:26:00,Madrid,699,7,1398
6049,Monitor 4K,4,2025-04-21 06:53:00,Valencia,399,4,1596
6050,Cargador USB-C,4,2025-11-01 01:12:00,Sevilla,25,11,100
6051,MacBook Pro,4,2025-11-20 03:34:00,Bilbao,1499,11,5996
6052,iPhone 15,3,2025-12-23 20:05:00,Valencia,999,12,2997
6053,MacBook Pro,2,2025-09-17 19:43:00,Barcelona,1499,9,2998
6054,AirPods Pro,1,2025-10-05 08:20:00,Madrid,249,10,249
6055,Monitor 4K,2,2025-03-15 23:24:00,Valencia,399,3,798
6056,Google Pixel 8,1,2025-05-30 02:58:00,Valencia,699,5,699
6057,Monitor 4K,4,2025-09-15 22:26:00,Barcelona,399,9,1596
6058,AirPods Pro,3,2025-04-23 08:12:00,Valencia,249,4,747
6059,Teclado Mecánico,4,2025-04-03 07:57:00,Valencia,120,4,480
6060,MacBook Pro,2,2025-11-16 22:32:00,Sevilla,1499,11,2998
6061,Monitor 4K,3,2025-05-06 17:33:00,Valencia,399,5,1197
6062,Cargador USB-C,4,2025-05-29 13:23:00,Sevilla,25,5,100
6064,Teclado Mecánico,3,2025-09-04 11:43:00,Sevilla,120,9,360
6065,AirPods Pro,2,2025-09-11 13:05:00,Barcelona,249,9,498
6066,AirPods Pro,1,2025-07-30 12:13:00,Valencia,249,7,249
6067,MacBook Pro,3,2025-05-25 07:04:00,Madrid,1499,5,4497
6068,AirPods Pro,4,2025-08-11 11:41:00,Valencia,249,8,996
6069,Teclado Mecánico,3,2025-12-08 04:08:00,Sevilla,120,12,360
6070,AirPods Pro,2,2025-09-02 06:50:00,Barcelona,249,9,498
6071,Cargador USB-C,3,2025-09-27 19:19:00,Bilbao,25,9,75
6072,iPhone 15,4,2025-07-01 16:52:00,Barcelona,999,7,3996
6073,AirPods Pro,3,2025-12-21 01:39:00,Barcelona,249,12,747
6074,Monitor 4K,4,2025-01-26 05:05:00,Madrid,399,1,1596
6075,Cargador USB-C,3,2025-04-09 00:18:00,Bilbao,25,4,75
6076,Cargador USB-C,2,2025-01-29 13:55:00,Sevilla,25,1,50
6077,AirPods Pro,2,2025-02-23 22:37:00,Valencia,249,2,498
6078,MacBook Pro,3,2025-05-14 20:04:00,Valencia,1499,5,4497
6079,MacBook Pro,1,2025-07-15 01:11:00,Sevilla,1499,7,1499
6081,Cargador USB-C,2,2025-10-30 07:35:00,Madrid,25,10,50
6082,iPhone 15,2,2025-02-14 00:19:00,Bilbao,999,2,1998
6083,MacBook Pro,2,2025-03-16 18:09:00,Bilbao,1499,3,2998
6084,Cargador USB-C,2,2025-09-15 17:58:00,Valencia,25,9,50
6085,iPhone 15,2,2025-08-24 23:01:00,Valencia,999,8,1998
6086,Teclado Mecánico,4,2025-11-27 06:58:00,Sevilla,120,11,480
6087,AirPods Pro,1,2025-02-20 18:18:00,Bilbao,249,2,249
6088,MacBook Pro,2,2025-01-05 11:51:00,Valencia,1499,1,2998
6089,Google Pixel 8,3,2025-05-17 07:37:00,Valencia,699,5,2097
6090,Teclado Mecánico,1,2025-08-15 23:34:00,Madrid,120,8,120
6091,Monitor 4K,2,2025-10-05 00:14:00,Bilbao,399,10,798
6092,MacBook Pro,2,2025-12-14 06:28:00,Bilbao,1499,12,2998
6093,AirPods Pro,1,2025-10-31 22:16:00,Sevilla,249,10,249
6094,MacBook Pro,4,2025-06-04 19:02:00,Madrid,1499,6,5996
6095,MacBook Pro,2,2025-07-13 09:14:00,Madrid,1499,7,2998
6097,iPhone 15,2,2025-02-04 10:53:00,Valencia,999,2,1998
6098,Cargador USB-C,3,2025-06-10 04:35:00,Bilbao,25,6,75
6099,Teclado Mecánico,4,2025-04-21 10:48:00,Madrid,120,4,480
6100,iPhone 15,4,2025-05-10 05:19:00,Barcelona,999,5,3996
6101,Cargador USB-C,2,2025-11-04 06:51:00,Bilbao,25,11,50
6102,Cargador USB-C,1,2025-05-31 00:27:00,Barcelona,25,5,25
6103,Google Pixel 8,2,2025-12-20 00:52:00,Bilbao,699,12,1398
6104,AirPods Pro,2,2025-11-01 18:51:00,Bilbao,249,11,498
6105,AirPods Pro,2,2025-07-14 05:48:00,Barcelona,249,7,498
6106,iPhone 15,2,2025-06-08 01:13:00,Bilbao,999,6,1998
6107,MacBook Pro,2,2025-11-15 20:00:00,Madrid,1499,11,2998
6108,Google Pixel 8,4,2025-08-28 20:20:00,Valencia,699,8,2796
6109,Teclado Mecánico,4,2025-07-07 09:53:00,Valencia,120,7,480
6110,Cargador USB-C,3,2025-08-12 23:39:00,Barcelona,25,8,75
6111,Google Pixel 8,4,2025-08-22 05:13:00,Sevilla,699,8,2796
6112,MacBook Pro,2,2025-03-09 21:11:00,Sevilla,1499,3,2998
6113,iPhone 15,4,2025-05-25 02:03:00,Valencia,999,5,3996
6114,AirPods Pro,1,2025-08-31 18:46:00,Madrid,249,8,249
6115,Google Pixel 8,2,2025-08-31 10:42:00,Sevilla,699,8,1398
6116,Google Pixel 8,4,2025-07-23 16:27:00,Barcelona,699,7,2796
6117,AirPods Pro,4,2025-03-12 09:40:00,Bilbao,249,3,996
6118,Teclado Mecánico,2,2025-02-13 18:03:00,Barcelona,120,2,240
6119,Cargador USB-C,1,2025-08-31 10:54:00,Madrid,25,8,25
6120,MacBook Pro,3,2025-10-25 16:46:00,Madrid,1499,10,4497
6121,Cargador USB-C,3,2025-03-20 12:52:00,Bilbao,25,3,75
6122,Teclado Mecánico,3,2025-03-22 16:51:00,Valencia,120,3,360
6124,Teclado Mecánico,2,2025-03-27 07:33:00,Madrid,120,3,240
6125,iPhone 15,3,2025-11-24 15:28:00,Barcelona,999,11,2997
6126,Teclado Mecánico,1,2025-01-30 21:22:00,Valencia,120,1,120
6127,Google Pixel 8,4,2025-06-06 07:32:00,Valencia,699,6,2796
6128,MacBook Pro,4,2025-09-04 07:26:00,Madrid,1499,9,5996
6129,Teclado Mecánico,1,2025-08-21 06:16:00,Barcelona,120,8,120
6130,AirPods Pro,2,2025-01-29 15:58:00,Valencia,249,1,498
6131,AirPods Pro,1,2025-11-02 17:14:00,Valencia,249,11,249
6132,Cargador USB-C,4,2025-02-20 22:58:00,Bilbao,25,2,100
6133,Cargador USB-C,3,2025-06-12 09:03:00,Sevilla,25,6,75
6134,iPhone 15,1,2025-06-03 22:35:00,Bilbao,999,6,999
6135,iPhone 15,3,2025-12-09 17:14:00,Bilbao,999,12,2997
6136,Google Pixel 8,4,2025-12-06 05:10:00,Madrid,699,12,2796
6137,Monitor 4K,2,2025-07-31 04:11:00,Sevilla,399,7,798
6138,Teclado Mecánico,3,2025-03-21 21:27:00,Sevilla,120,3,360
6139,Teclado Mecánico,1,2025-12-03 16:56:00,Barcelona,120,12,120
6140,iPhone 15,3,2025-06-04 21:52:00,Barcelona,999,6,2997
6141,Teclado Mecánico,3,2025-08-24 01:30:00,Bilbao,120,8,360
6142,Cargador USB-C,4,2025-06-26 23:26:00,Madrid,25,6,100
6143,AirPods Pro,3,2025-09-25 00:13:00,Valencia,249,9,747
6144,Monitor 4K,2,2025-12-09 16:33:00,Sevilla,399,12,798
6145,Cargador USB-C,4,2025-05-29 21:39:00,Barcelona,25,5,100
6146,Teclado Mecánico,4,2025-11-02 05:37:00,Valencia,120,11,480
6147,AirPods Pro,1,2025-03-13 16:32:00,Madrid,249,3,249
6149,iPhone 15,2,2025-05-24 18:31:00,Valencia,999,5,1998
6150,AirPods Pro,2,2025-10-14 06:35:00,Madrid,249,10,498
6151,Google Pixel 8,2,2025-03-10 08:15:00,Valencia,699,3,1398
6153,MacBook Pro,4,2025-09-15 15:31:00,Barcelona,1499,9,5996
6154,Cargador USB-C,3,2025-09-28 03:23:00,Bilbao,25,9,75
6155,Cargador USB-C,4,2025-01-18 03:06:00,Valencia,25,1,100
6156,Cargador USB-C,1,2025-03-16 20:36:00,Madrid,25,3,25
6157,Monitor 4K,1,2025-07-07 12:21:00,Madrid,399,7,399
6158,Monitor 4K,3,2025-05-03 15:44:00,Valencia,399,5,1197
6159,MacBook Pro,4,2025-09-08 08:25:00,Barcelona,1499,9,5996
6160,MacBook Pro,3,2025-04-16 08:33:00,Madrid,1499,4,4497
6161,Teclado Mecánico,4,2025-07-22 04:23:00,Sevilla,120,7,480
6162,Monitor 4K,3,2025-11-16 06:24:00,Bilbao,399,11,1197
6163,Google Pixel 8,2,2025-04-05 01:12:00,Madrid,699,4,1398
6164,iPhone 15,1,2025-03-16 21:21:00,Valencia,999,3,999
6165,MacBook Pro,1,2025-06-21 17:04:00,Valencia,1499,6,1499
6166,iPhone 15,4,2025-11-16 05:53:00,Sevilla,999,11,3996
6167,Google Pixel 8,1,2025-02-23 21:08:00,Barcelona,699,2,699
6168,Cargador USB-C,2,2025-07-02 17:27:00,Valencia,25,7,50
6169,Teclado Mecánico,1,2025-11-27 20:22:00,Barcelona,120,11,120
6170,AirPods Pro,4,2025-04-12 11:43:00,Madrid,249,4,996
6171,AirPods Pro,3,2025-05-05 08:57:00,Sevilla,249,5,747
6173,MacBook Pro,3,2025-05-21 14:21:00,Madrid,1499,5,4497
6174,AirPods Pro,2,2025-09-06 02:44:00,Barcelona,249,9,498
6175,AirPods Pro,2,2025-08-25 09:17:00,Madrid,249,8,498
6176,Cargador USB-C,4,2025-11-16 23:26:00,Sevilla,25,11,100
6177,Cargador USB-C,2,2025-01-10 11:08:00,Madrid,25,1,50
6178,MacBook Pro,1,2025-03-17 02:42:00,Barcelona,1499,3,1499
6179,Google Pixel 8,2,2025-01-12 22:59:00,Barcelona,699,1,1398
6180,MacBook Pro,1,2025-05-04 04:55:00,Barcelona,1499,5,1499
6181,MacBook Pro,2,2025-08-13 09:41:00,Sevilla,1499,8,2998
6182,Monitor 4K,1,2025-06-20 17:53:00,Madrid,399,6,399
6184,Teclado Mecánico,2,2025-08-23 09:59:00,Madrid,120,8,240
6185,AirPods Pro,2,2025-07-27 20:30:00,Sevilla,249,7,498
6186,iPhone 15,2,2025-11-25 12:15:00,Barcelona,999,11,1998
6187,AirPods Pro,2,2025-06-12 02:37:00,Bilbao,249,6,498
6188,iPhone 15,4,2025-01-02 03:38:00,Sevilla,999,1,3996
6189,MacBook Pro,1,2025-02-21 04:54:00,Valencia,1499,2,1499
6190,AirPods Pro,1,2025-02-21 23:06:00,Bilbao,249,2,249
6191,Monitor 4K,3,2025-05-14 11:18:00,Bilbao,399,5,1197
6192,Google Pixel 8,3,2025-02-13 18:44:00,Valencia,699,2,2097
6193,AirPods Pro,4,2025-02-06 00:39:00,Valencia,249,2,996
6194,Google Pixel 8,3,2025-04-30 18:07:00,Madrid,699,4,2097
6195,MacBook Pro,1,2025-10-16 03:59:00,Bilbao,1499,10,1499
6196,Teclado Mecánico,1,2025-01-12 17:09:00,Sevilla,120,1,120
6197,Teclado Mecánico,3,2025-06-14 15:27:00,Sevilla,120,6,360
6198,AirPods Pro,2,2025-03-03 01:21:00,Valencia,249,3,498
6199,Monitor 4K,4,2025-06-11 02:13:00,Bilbao,399,6,1596
6200,Teclado Mecánico,3,2025-02-09 08:01:00,Sevilla,120,2,360
6202,MacBook Pro,3,2025-10-31 21:08:00,Bilbao,1499,10,4497
6203,Teclado Mecánico,1,2025-06-25 12:17:00,Madrid,120,6,120
6204,Monitor 4K,3,2025-06-28 06:20:00,Madrid,399,6,1197
6205,Teclado Mecánico,4,2025-10-04 01:41:00,Bilbao,120,10,480
6206,Cargador USB-C,2,2025-03-15 11:06:00,Sevilla,25,3,50
6207,Google Pixel 8,1,2025-09-15 22:02:00,Bilbao,699,9,699
6208,iPhone 15,2,2025-12-22 09:00:00,Barcelona,999,12,1998
6209,Google Pixel 8,4,2025-11-17 06:06:00,Sevilla,699,11,2796
6211,Monitor 4K,1,2025-08-14 13:04:00,Bilbao,399,8,399
6212,AirPods Pro,3,2025-06-21 22:15:00,Sevilla,249,6,747
6213,iPhone 15,4,2025-12-27 11:50:00,Bilbao,999,12,3996
6214,iPhone 15,2,2025-07-27 04:03:00,Bilbao,999,7,1998
6215,MacBook Pro,4,2025-05-17 13:59:00,Sevilla,1499,5,5996
6218,Google Pixel 8,2,2025-02-12 10:02:00,Madrid,699,2,1398
6219,AirPods Pro,1,2025-06-27 10:55:00,Bilbao,249,6,249
6220,Cargador USB-C,3,2025-06-14 10:41:00,Bilbao,25,6,75
6221,Teclado Mecánico,1,2025-06-19 16:11:00,Barcelona,120,6,120
6223,MacBook Pro,2,2025-09-04 04:50:00,Barcelona,1499,9,2998
6224,Monitor 4K,4,2025-03-04 02:18:00,Bilbao,399,3,1596
6225,iPhone 15,3,2025-10-27 03:40:00,Barcelona,999,10,2997
6226,Cargador USB-C,4,2025-12-09 12:27:00,Barcelona,25,12,100
6227,Monitor 4K,2,2025-12-03 21:31:00,Bilbao,399,12,798
6228,Cargador USB-C,3,2025-07-09 14:34:00,Madrid,25,7,75
6229,Monitor 4K,4,2025-05-12 12:09:00,Sevilla,399,5,1596
6230,iPhone 15,1,2025-07-04 04:55:00,Madrid,999,7,999
6231,Monitor 4K,1,2025-01-05 18:40:00,Sevilla,399,1,399
6232,Teclado Mecánico,3,2025-06-22 14:06:00,Valencia,120,6,360
6233,MacBook Pro,3,2025-04-28 09:28:00,Bilbao,1499,4,4497
6234,Monitor 4K,2,2025-02-02 01:11:00,Valencia,399,2,798
6235,iPhone 15,1,2025-01-13 01:06:00,Sevilla,999,1,999
6236,iPhone 15,3,2025-07-28 02:05:00,Madrid,999,7,2997
6237,Monitor 4K,4,2025-04-11 16:34:00,Madrid,399,4,1596
6238,Monitor 4K,1,2025-04-24 08:44:00,Valencia,399,4,399
6240,Teclado Mecánico,2,2025-02-20 01:48:00,Madrid,120,2,240
6241,Monitor 4K,2,2025-12-29 11:01:00,Sevilla,399,12,798
6242,AirPods Pro,1,2025-10-31 00:48:00,Sevilla,249,10,249
6244,Teclado Mecánico,4,2025-05-18 03:50:00,Valencia,120,5,480
6245,iPhone 15,4,2025-07-29 22:16:00,Madrid,999,7,3996
6246,Google Pixel 8,2,2025-03-23 22:52:00,Sevilla,699,3,1398
6247,Cargador USB-C,2,2025-05-03 17:14:00,Madrid,25,5,50
6248,MacBook Pro,3,2025-05-05 00:53:00,Barcelona,1499,5,4497
6249,AirPods Pro,4,2025-03-10 03:49:00,Madrid,249,3,996
6250,Monitor 4K,1,2025-12-20 02:48:00,Valencia,399,12,399
6251,Monitor 4K,3,2025-02-03 22:40:00,Sevilla,399,2,1197
6252,iPhone 15,1,2025-06-23 22:09:00,Barcelona,999,6,999
6254,Cargador USB-C,1,2025-06-20 23:52:00,Madrid,25,6,25
6255,iPhone 15,3,2025-05-11 08:16:00,Barcelona,999,5,2997
6256,Teclado Mecánico,1,2025-08-31 13:41:00,Madrid,120,8,120
6257,Google Pixel 8,2,2025-09-25 03:39:00,Valencia,699,9,1398
6258,Google Pixel 8,1,2025-09-28 08:35:00,Barcelona,699,9,699
6259,AirPods Pro,1,2025-05-20 05:17:00,Bilbao,249,5,249
6260,MacBook Pro,3,2025-10-03 21:52:00,Bilbao,1499,10,4497
6261,MacBook Pro,3,2025-04-17 18:17:00,Bilbao,1499,4,4497
6262,MacBook Pro,4,2025-09-27 16:57:00,Madrid,1499,9,5996
6263,AirPods Pro,4,2025-06-03 14:28:00,Madrid,249,6,996
6264,Cargador USB-C,1,2025-09-21 02:02:00,Madrid,25,9,25
6265,iPhone 15,3,2025-08-24 01:49:00,Bilbao,999,8,2997
6266,iPhone 15,4,2025-05-27 18:00:00,Bilbao,999,5,3996
6267,MacBook Pro,2,2025-03-19 11:32:00,Madrid,1499,3,2998
6268,Cargador USB-C,2,2025-05-01 12:19:00,Barcelona,25,5,50
6269,iPhone 15,4,2025-05-04 16:27:00,Valencia,999,5,3996
