ID_Orden,Producto,Cantidad,Fecha_Compra,Direccion,Precio_Unitario
6100,iPhone 15,4,2025-05-10 05:19:00,Barcelona,999
6101,Cargador USB-C,2,2025-11-04 06:51:00,Bilbao,25
6102,Cargador USB-C,1,2025-05-31 00:27:00,Barcelona,25
6103,Google Pixel 8,2,2025-12-20 00:52:00,Bilbao,699
6104,AirPods Pro,2,2025-11-01 18:51:00,Bilbao,249
6105,AirPods Pro,2,2025-07-14 05:48:00,Barcelona,249
6106,iPhone 15,2,2025-06-08 01:13:00,Bilbao,999
6107,MacBook Pro,2,2025-11-15 20:00:00,Madrid,1499
6108,Google Pixel 8,4,2025-08-28 20:20:00,Valencia,699
6109,Teclado Mecánico,4,2025-07-07 09:53:00,Valencia,120
6110,Cargador USB-C,3,2025-08-12 23:39:00,Barcelona,25
6111,Google Pixel 8,4,2025-08-22 05:13:00,Sevilla,699
6112,MacBook Pro,2,2025-03-09 21:11:00,Sevilla,1499
6113,iPhone 15,4,2025-05-25 02:03:00,Valencia,999
6114,AirPods Pro,1,2025-08-31 18:46:00,Madrid,249
6115,Google Pixel 8,2,2025-08-31 10:42:00,Sevilla,699
6116,Google Pixel 8,4,2025-07-23 16:27:00,Barcelona,699
6117,AirPods Pro,4,2025-03-12 09:40:00,Bilbao,249
6118,Teclado Mecánico,2,2025-02-13 18:03:00,Barcelona,120
6119,Cargador USB-C,1,2025-08-31 10:54:00,Madrid,25
6120,MacBook Pro,3,2025-10-25 16:46:00,Madrid,1499
6121,Cargador USB-C,3,2025-03-20 12:52:00,Bilbao,25
6122,Teclado Mecánico,3,2025-03-22 16:51:00,Valencia,120
6123,,2,2025-01-04 14:36:00,Bilbao,999
6124,Teclado Mecánico,2,2025-03-27 07:33:00,Madrid,120
6125,iPhone 15,3,2025-11-24 15:28:00,Barcelona,999
6126,Teclado Mecánico,1,2025-01-30 21:22:00,Valencia,120
6127,Google Pixel 8,4,2025-06-06 07:32:00,Valencia,699
6128,MacBook Pro,4,2025-09-04 07:26:00,Madrid,1499
6129,Teclado Mecánico,1,2025-08-21 06:16:00,Barcelona,120
6130,AirPods Pro,2,2025-01-29 15:58:00,Valencia,249
6131,AirPods Pro,1,2025-11-02 17:14:00,Valencia,249
6132,Cargador USB-C,4,2025-02-20 22:58:00,Bilbao,25
6133,Cargador USB-C,3,2025-06-12 09:03:00,Sevilla,25
6134,iPhone 15,1,2025-06-03 22:35:00,Bilbao,999
6135,iPhone 15,3,2025-12-09 17:14:00,Bilbao,999
6136,Google Pixel 8,4,2025-12-06 05:10:00,Madrid,699
6137,Monitor 4K,2,2025-07-31 04:11:00,Sevilla,399
6138,Teclado Mecánico,3,2025-03-21 21:27:00,Sevilla,120
6139,Teclado Mecánico,1,2025-12-03 16:56:00,Barcelona,120
6140,iPhone 15,3,2025-06-04 21:52:00,Barcelona,999
6141,Teclado Mecánico,3,2025-08-24 01:30:00,Bilbao,120
6142,Cargador USB-C,4,2025-06-26 23:26:00,Madrid,25
6143,AirPods Pro,3,2025-09-25 00:13:00,Valencia,249
6144,Monitor 4K,2,2025-12-09 16:33:00,Sevilla,399
6145,Cargador USB-C,4,2025-05-29 21:39:00,Barcelona,25
6146,Teclado Mecánico,4,2025-11-02 05:37:00,Valencia,120
6147,AirPods Pro,1,2025-03-13 16:32:00,Madrid,249
6148,,4,2025-01-05 09:37:00,Barcelona,25
6149,iPhone 15,2,2025-05-24 18:31:00,Valencia,999
6150,AirPods Pro,2,2025-10-14 06:35:00,Madrid,249
6151,Google Pixel 8,2,2025-03-10 08:15:00,Valencia,699
6152,,4,2025-10-20 15:50:00,Barcelona,25
6153,MacBook Pro,4,2025-09-15 15:31:00,Barcelona,1499
6154,Cargador USB-C,3,2025-09-28 03:23:00,Bilbao,25
6155,Cargador USB-C,4,2025-01-18 03:06:00,Valencia,25
6156,Cargador USB-C,1,2025-03-16 20:36:00,Madrid,25
6157,Monitor 4K,1,2025-07-07 12:21:00,Madrid,399
6158,Monitor 4K,3,2025-05-03 15:44:00,Valencia,399
6159,MacBook Pro,4,2025-09-08 08:25:00,Barcelona,1499
6160,MacBook Pro,3,2025-04-16 08:33:00,Madrid,1499
6161,Teclado Mecánico,4,2025-07-22 04:23:00,Sevilla,120
6162,Monitor 4K,3,2025-11-16 06:24:00,Bilbao,399
6163,Google Pixel 8,2,2025-04-05 01:12:00,Madrid,699
6164,iPhone 15,1,2025-03-16 21:21:00,Valencia,999
6165,MacBook Pro,1,2025-06-21 17:04:00,Valencia,1499
6166,iPhone 15,4,2025-11-16 05:53:00,Sevilla,999
6167,Google Pixel 8,1,2025-02-23 21:08:00,Barcelona,699
6168,Cargador USB-C,2,2025-07-02 17:27:00,Valencia,25
6169,Teclado Mecánico,1,2025-11-27 20:22:00,Barcelona,120
6170,AirPods Pro,4,2025-04-12 11:43:00,Madrid,249
6171,AirPods Pro,3,2025-05-05 08:57:00,Sevilla,249
6172,,2,2025-10-31 02:45:00,Valencia,999
6173,MacBook Pro,3,2025-05-21 14:21:00,Madrid,1499
6174,AirPods Pro,2,2025-09-06 02:44:00,Barcelona,249
6175,AirPods Pro,2,2025-08-25 09:17:00,Madrid,249
6176,Cargador USB-C,4,2025-11-16 23:26:00,Sevilla,25
6177,Cargador USB-C,2,2025-01-10 11:08:00,Madrid,25
6178,MacBook Pro,1,2025-03-17 02:42:00,Barcelona,1499
6179,Google Pixel 8,2,2025-01-12 22:59:00,Barcelona,699
6180,MacBook Pro,1,2025-05-04 04:55:00,Barcelona,1499
6181,MacBook Pro,2,2025-08-13 09:41:00,Sevilla,1499
6182,Monitor 4K,1,2025-06-20 17:53:00,Madrid,399
6183,,1,2025-05-22 17:37:00,Madrid,999
6184,Teclado Mecánico,2,2025-08-23 09:59:00,Madrid,120
6185,AirPods Pro,2,2025-07-27 20:30:00,Sevilla,249
6186,iPhone 15,2,2025-11-25 12:15:00,Barcelona,999
6187,AirPods Pro,2,2025-06-12 02:37:00,Bilbao,249
6188,iPhone 15,4,2025-01-02 03:38:00,Sevilla,999
6189,MacBook Pro,1,2025-02-21 04:54:00,Valencia,1499
6190,AirPods Pro,1,2025-02-21 23:06:00,Bilbao,249
6191,Monitor 4K,3,2025-05-14 11:18:00,Bilbao,399
6192,Google Pixel 8,3,2025-02-13 18:44:00,Valencia,699
6193,AirPods Pro,4,2025-02-06 00:39:00,Valencia,249
6194,Google Pixel 8,3,2025-04-30 18:07:00,Madrid,699
6195,MacBook Pro,1,2025-10-16 03:59:00,Bilbao,1499
6196,Teclado Mecánico,1,2025-01-12 17:09:00,Sevilla,120
6197,Teclado Mecánico,3,2025-06-14 15:27:00,Sevilla,120
6198,AirPods Pro,2,2025-03-03 01:21:00,Valencia,249
6199,Monitor 4K,4,2025-06-11 02:13:00,Bilbao,399
6200,Teclado Mecánico,3,2025-02-09 08:01:00,Sevilla,120
6201,,2,2025-02-18 06:05:00,Madrid,1499
6202,MacBook Pro,3,2025-10-31 21:08:00,Bilbao,1499
6203,Teclado Mecánico,1,2025-06-25 12:17:00,Madrid,120
6204,Monitor 4K,3,2025-06-28 06:20:00,Madrid,399
6205,Teclado Mecánico,4,2025-10-04 01:41:00,Bilbao,120
6206,Cargador USB-C,2,2025-03-15 11:06:00,Sevilla,25
6207,Google Pixel 8,1,2025-09-15 22:02:00,Bilbao,699
6208,iPhone 15,2,2025-12-22 09:00:00,Barcelona,999
6209,Google Pixel 8,4,2025-11-17 06:06:00,Sevilla,699
6210,,3,2025-12-15 05:18:00,Madrid,699
6211,Monitor 4K,1,2025-08-14 13:04:00,Bilbao,399
6212,AirPods Pro,3,2025-06-21 22:15:00,Sevilla,249
6213,iPhone 15,4,2025-12-27 11:50:00,Bilbao,999
6214,iPhone 15,2,2025-07-27 04:03:00,Bilbao,999
6215,MacBook Pro,4,2025-05-17 13:59:00,Sevilla,1499
6216,,1,2025-03-29 03:45:00,Barcelona,249
6217,,3,2025-08-07 08:51:00,Madrid,25
6218,Google Pixel 8,2,2025-02-12 10:02:00,Madrid,699
6219,AirPods Pro,1,2025-06-27 10:55:00,Bilbao,249
6220,Cargador USB-C,3,2025-06-14 10:41:00,Bilbao,25
6221,Teclado Mecánico,1,2025-06-19 16:11:00,Barcelona,120
6222,,1,2025-09-15 17:17:00,Bilbao,999
6223,MacBook Pro,2,2025-09-04 04:50:00,Barcelona,1499
6224,Monitor 4K,4,2025-03-04 02:18:00,Bilbao,399
6225,iPhone 15,3,2025-10-27 03:40:00,Barcelona,999
6226,Cargador USB-C,4,2025-12-09 12:27:00,Barcelona,25
6227,Monitor 4K,2,2025-12-03 21:31:00,Bilbao,399
6228,Cargador USB-C,3,2025-07-09 14:34:00,Madrid,25
6229,Monitor 4K,4,2025-05-12 12:09:00,Sevilla,399
6230,iPhone 15,1,2025-07-04 04:55:00,Madrid,999
6231,Monitor 4K,1,2025-01-05 18:40:00,Sevilla,399
6232,Teclado Mecánico,3,2025-06-22 14:06:00,Valencia,120
6233,MacBook Pro,3,2025-04-28 09:28:00,Bilbao,1499
6234,Monitor 4K,2,2025-02-02 01:11:00,Valencia,399
6235,iPhone 15,1,2025-01-13 01:06:00,Sevilla,999
6236,iPhone 15,3,2025-07-28 02:05:00,Madrid,999
6237,Monitor 4K,4,2025-04-11 16:34:00,Madrid,399
6238,Monitor 4K,1,2025-04-24 08:44:00,Valencia,399
6239,,2,2025-11-24 11:03:00,Valencia,25
6240,Teclado Mecánico,2,2025-02-20 01:48:00,Madrid,120
6241,Monitor 4K,2,2025-12-29 11:01:00,Sevilla,399
6242,AirPods Pro,1,2025-10-31 00:48:00,Sevilla,249
6243,,3,2025-03-06 13:45:00,Madrid,25
6244,Teclado Mecánico,4,2025-05-18 03:50:00,Valencia,120
6245,iPhone 15,4,2025-07-29 22:16:00,Madrid,999
6246,Google Pixel 8,2,2025-03-23 22:52:00,Sevilla,699
6247,Cargador USB-C,2,2025-05-03 17:14:00,Madrid,25
6248,MacBook Pro,3,2025-05-05 00:53:00,Barcelona,1499
6249,AirPods Pro,4,2025-03-10 03:49:00,Madrid,249
6250,Monitor 4K,1,2025-12-20 02:48:00,Valencia,399
6251,Monitor 4K,3,2025-02-03 22:40:00,Sevilla,399
6252,iPhone 15,1,2025-06-23 22:09:00,Barcelona,999
6253,,4,2025-05-14 22:41:00,Madrid,25
6254,Cargador USB-C,1,2025-06-20 23:52:00,Madrid,25
6255,iPhone 15,3,2025-05-11 08:16:00,Barcelona,999
6256,Teclado Mecánico,1,2025-08-31 13:41:00,Madrid,120
6257,Google Pixel 8,2,2025-09-25 03:39:00,Valencia,699
6258,Google Pixel 8,1,2025-09-28 08:35:00,Barcelona,699
6259,AirPods Pro,1,2025-05-20 05:17:00,Bilbao,249
6260,MacBook Pro,3,2025-10-03 21:52:00,Bilbao,1499
6261,MacBook Pro,3,2025-04-17 18:17:00,Bilbao,1499
6262,MacBook Pro,4,2025-09-27 16:57:00,Madrid,1499
6263,AirPods Pro,4,2025-06-03 14:28:00,Madrid,249
6264,Cargador USB-C,1,2025-09-21 02:02:00,Madrid,25
6265,iPhone 15,3,2025-08-24 01:49:00,Bilbao,999
6266,iPhone 15,4,2025-05-27 18:00:00,Bilbao,999
6267,MacBook Pro,2,2025-03-19 11:32:00,Madrid,1499
6268,Cargador USB-C,2,2025-05-01 12:19:00,Barcelona,25
6269,iPhone 15,4,2025-05-04 16:27:00,Valencia,999
6270,Cargador USB-C,2,2025-06-24 22:34:00,Sevilla,25
6271,AirPods Pro,2,2025-03-24 01:07:00,Sevilla,249
6272,MacBook Pro,2,2025-04-06 22:52:00,Barcelona,1499
6273,AirPods Pro,3,2025-04-12 17:40:00,Valencia,249
6274,Teclado Mecánico,2,2025-05-22 12:47:00,Barcelona,120
6275,Teclado Mecánico,1,2025-05-08 07:53:00,Madrid,120
6276,Cargador USB-C,4,2025-01-10 22:11:00,Valencia,25
6277,Monitor 4K,1,2025-01-24 19:36:00,Sevilla,399
6278,Cargador USB-C,3,2025-08-16 08:09:00,Sevilla,25
6279,Teclado Mecánico,1,2025-07-12 20:42:00,Barcelona,120
6280,AirPods Pro,3,2025-09-16 09:37:00,Valencia,249
6281,MacBook Pro,4,2025-04-05 12:30:00,Madrid,1499
6282,Teclado Mecánico,4,2025-02-13 11:36:00,Valencia,120
6283,Teclado Mecánico,1,2025-01-16 17:13:00,Bilbao,120
6284,,3,2025-09-30 07:04:00,Valencia,120
6285,AirPods Pro,1,2025-06-06 10:30:00,Madrid,249
6286,iPhone 15,2,2025-11-14 13:59:00,Barcelona,999
6287,MacBook Pro,4,2025-08-05 22:38:00,Valencia,1499
6288,Google Pixel 8,4,2025-02-22 06:52:00,Barcelona,699
6289,Monitor 4K,2,2025-03-07 10:14:00,Sevilla,399
6290,Cargador USB-C,1,2025-05-27 13:39:00,Bilbao,25
6291,Teclado Mecánico,1,2025-09-25 00:21:00,Madrid,120
6292,Google Pixel 8,2,2025-01-29 08:26:00,Barcelona,699
6293,Teclado Mecánico,4,2025-04-02 15:04:00,Valencia,120
6294,MacBook Pro,2,2025-05-29 16:24:00,Sevilla,1499
6295,Google Pixel 8,4,2025-07-17 22:42:00,Barcelona,699
6296,,1,2025-02-14 23:09:00,Barcelona,399
6297,MacBook Pro,3,2025-04-17 21:39:00,Barcelona,1499
6298,AirPods Pro,3,2025-01-30 02:13:00,Barcelona,249
6299,Google Pixel 8,2,2025-04-10 22:02:00,Madrid,699
6300,Google Pixel 8,3,2025-01-09 17:35:00,Valencia,699
6301,iPhone 15,4,2025-12-24 17:57:00,Madrid,999
6302,Google Pixel 8,1,2025-08-23 06:08:00,Madrid,699
6303,Google Pixel 8,4,2025-07-24 09:13:00,Valencia,699
6304,Monitor 4K,4,2025-02-17 00:18:00,Bilbao,399
6305,Cargador USB-C,1,2025-06-24 15:03:00,Madrid,25
6306,MacBook Pro,4,2025-09-27 18:34:00,Valencia,1499
6307,iPhone 15,4,2025-04-09 16:03:00,Madrid,999
6308,Google Pixel 8,3,2025-03-10 02:50:00,Valencia,699
6309,,4,2025-10-30 11:16:00,Sevilla,1499
6310,Cargador USB-C,2,2025-06-13 00:03:00,Valencia,25
6311,MacBook Pro,1,2025-02-03 20:58:00,Madrid,1499
6312,iPhone 15,1,2025-01-22 00:01:00,Bilbao,999
6313,MacBook Pro,4,2025-10-30 09:57:00,Madrid,1499
6314,AirPods Pro,1,2025-09-11 04:26:00,Barcelona,249
6315,Cargador USB-C,4,2025-01-24 17:39:00,Barcelona,25
6316,Cargador USB-C,2,2025-11-15 19:09:00,Sevilla,25
6317,MacBook Pro,3,2025-12-17 22:09:00,Barcelona,1499
6318,Teclado Mecánico,2,2025-09-16 10:52:00,Madrid,120
6319,AirPods Pro,1,2025-12-20 03:22:00,Barcelona,249
6320,Teclado Mecánico,2,2025-06-03 04:21:00,Barcelona,120
6321,Google Pixel 8,1,2025-07-24 16:53:00,Sevilla,699
6322,Cargador USB-C,2,2025-02-13 00:08:00,Bilbao,25
6323,AirPods Pro,1,2025-08-02 18:57:00,Valencia,249
6324,Teclado Mecánico,2,2025-02-09 02:54:00,Barcelona,120
6325,iPhone 15,1,2025-03-24 03:20:00,Madrid,999
6326,MacBook Pro,1,2025-11-26 03:04:00,Barcelona,1499
6327,AirPods Pro,1,2025-08-15 12:26:00,Sevilla,249
6328,AirPods Pro,4,2025-03-24 18:58:00,Valencia,249
6329,Monitor 4K,4,2025-11-26 22:45:00,Valencia,399
6330,MacBook Pro,3,2025-10-15 02:43:00,Madrid,1499
6331,Teclado Mecánico,4,2025-12-05 19:38:00,Sevilla,120
6332,Google Pixel 8,1,2025-09-09 19:17:00,Sevilla,699
6333,Cargador USB-C,4,2025-07-24 18:19:00,Barcelona,25
6334,Google Pixel 8,2,2025-05-08 18:07:00,Sevilla,699
6335,Monitor 4K,2,2025-10-12 06:24:00,Sevilla,399
6336,Cargador USB-C,2,2025-10-15 08:49:00,Valencia,25
6337,AirPods Pro,1,2025-12-09 18:25:00,Sevilla,249
6338,iPhone 15,4,2025-09-19 04:00:00,Madrid,999
6339,MacBook Pro,4,2025-07-15 12:58:00,Bilbao,1499
6340,Monitor 4K,4,2025-05-15 01:04:00,Valencia,399
6341,iPhone 15,2,2025-11-15 23:27:00,Barcelona,999
6342,AirPods Pro,3,2025-02-19 09:46:00,Madrid,249
6343,Google Pixel 8,3,2025-09-09 23:25:00,Valencia,699
6344,Monitor 4K,2,2025-08-07 18:42:00,Valencia,399
6345,AirPods Pro,3,2025-02-21 04:54:00,Bilbao,249
6346,Google Pixel 8,2,2025-06-04 21:37:00,Sevilla,699
6347,MacBook Pro,2,2025-07-08 07:39:00,Valencia,1499
6348,AirPods Pro,1,2025-08-14 06:02:00,Barcelona,249
6349,AirPods Pro,3,2025-01-19 12:25:00,Sevilla,249
6350,MacBook Pro,1,2025-05-22 07:59:00,Valencia,1499
6351,Monitor 4K,4,2025-02-22 04:38:00,Barcelona,399
6352,AirPods Pro,4,2025-11-01 07:02:00,Valencia,249
6353,iPhone 15,3,2025-01-21 14:46:00,Sevilla,999
6354,Teclado Mecánico,4,2025-06-05 13:06:00,Bilbao,120
6355,Teclado Mecánico,4,2025-10-21 17:28:00,Valencia,120
6356,MacBook Pro,4,2025-11-24 13:55:00,Barcelona,1499
6357,Monitor 4K,2,2025-08-12 19:10:00,Sevilla,399
6358,iPhone 15,3,2025-10-29 04:14:00,Madrid,999
6359,iPhone 15,3,2025-08-11 08:20:00,Bilbao,999
6360,Teclado Mecánico,4,2025-09-11 11:53:00,Valencia,120
6361,Teclado Mecánico,3,2025-12-27 23:50:00,Barcelona,120
6362,,1,2025-07-25 09:06:00,Madrid,399
6363,Google Pixel 8,4,2025-11-06 06:21:00,Valencia,699
6364,Cargador USB-C,4,2025-03-03 14:41:00,Valencia,25
6365,AirPods Pro,4,2025-08-03 21:55:00,Barcelona,249
6366,AirPods Pro,1,2025-05-07 06:24:00,Sevilla,249
6367,Monitor 4K,1,2025-04-21 15:54:00,Barcelona,399
6368,Monitor 4K,2,2025-05-06 14:34:00,Bilbao,399
6369,Cargador USB-C,2,2025-11-12 23:37:00,Sevilla,25
6370,MacBook Pro,2,2025-07-10 00:33:00,Madrid,1499
6371,iPhone 15,1,2025-05-04 20:31:00,Madrid,999
6372,Teclado Mecánico,3,2025-12-19 10:18:00,Sevilla,120
6373,Cargador USB-C,2,2025-12-13 21:33:00,Sevilla,25
6374,Teclado Mecánico,2,2025-12-22 03:54:00,Sevilla,120
6375,Google Pixel 8,2,2025-08-23 09:53:00,Sevilla,699
6376,Cargador USB-C,2,2025-02-25 11:39:00,Valencia,25
6377,Teclado Mecánico,1,2025-11-08 07:40:00,Barcelona,120
6378,Monitor 4K,1,2025-03-15 17:10:00,Valencia,399
6379,Monitor 4K,4,2025-08-15 01:49:00,Sevilla,399
6380,Cargador USB-C,1,2025-02-09 02:23:00,Bilbao,25
6381,Monitor 4K,1,2025-08-28 23:09:00,Sevilla,399
6382,Google Pixel 8,1,2025-01-29 23:10:00,Valencia,699
6383,AirPods Pro,3,2025-08-25 05:59:00,Sevilla,249
6384,Teclado Mecánico,4,2025-08-29 07:23:00,Valencia,120
6385,iPhone 15,2,2025-10-30 14:07:00,Bilbao,999
6386,MacBook Pro,4,2025-10-04 20:56:00,Barcelona,1499
6387,iPhone 15,3,2025-04-07 13:11:00,Bilbao,999
6388,Google Pixel 8,2,2025-03-09 14:28:00,Barcelona,699
6389,Teclado Mecánico,1,2025-02-10 18:21:00,Bilbao,120
6390,AirPods Pro,3,2025-02-24 04:17:00,Bilbao,249
6391,Teclado Mecánico,1,2025-02-11 00:23:00,Sevilla,120
6392,iPhone 15,2,2025-04-23 18:14:00,Sevilla,999
6393,Teclado Mecánico,4,2025-06-16 02:00:00,Valencia,120
6394,Cargador USB-C,3,2025-10-07 00:25:00,Valencia,25
6395,Teclado Mecánico,4,2025-04-09 14:01:00,Madrid,120
6396,Cargador USB-C,2,2025-11-25 12:06:00,Sevilla,25
6397,Teclado Mecánico,1,2025-10-27 14:55:00,Barcelona,120
6398,Cargador USB-C,1,2025-09-06 21:26:00,Sevilla,25
6399,Cargador USB-C,2,2025-10-06 20:54:00,Madrid,25
6400,Cargador USB-C,2,2025-06-11 14:20:00,Sevilla,25
6401,Monitor 4K,3,2025-11-05 22:03:00,Valencia,399
6402,Teclado Mecánico,3,2025-02-14 01:40:00,Bilbao,120
6403,Monitor 4K,1,2025-02-03 22:01:00,Bilbao,399
6404,AirPods Pro,3,2025-08-13 12:59:00,Barcelona,249
6405,Teclado Mecánico,4,2025-09-11 12:40:00,Madrid,120
6406,Monitor 4K,2,2025-04-10 08:25:00,Valencia,399
6407,Monitor 4K,1,2025-03-04 18:05:00,Sevilla,399
6408,iPhone 15,3,2025-11-11 13:57:00,Sevilla,999
6409,Google Pixel 8,1,2025-03-24 01:33:00,Barcelona,699
6410,Monitor 4K,1,2025-02-04 10:21:00,Barcelona,399
6411,Teclado Mecánico,2,2025-02-06 17:14:00,Bilbao,120
6412,MacBook Pro,2,2025-10-28 16:28:00,Valencia,1499
6413,Cargador USB-C,1,2025-08-29 19:56:00,Valencia,25
6414,iPhone 15,3,2025-02-23 16:40:00,Madrid,999
6415,Cargador USB-C,3,2025-03-03 10:15:00,Madrid,25
6416,,3,2025-02-23 04:41:00,Madrid,699
6417,Cargador USB-C,4,2025-09-26 09:17:00,Valencia,25
6418,Teclado Mecánico,1,2025-09-11 10:55:00,Bilbao,120
6419,MacBook Pro,3,2025-12-12 08:22:00,Valencia,1499
6420,iPhone 15,2,2025-10-07 20:43:00,Barcelona,999
6421,Cargador USB-C,4,2025-01-15 03:20:00,Barcelona,25
6422,AirPods Pro,2,2025-06-12 16:00:00,Barcelona,249
6423,Google Pixel 8,2,2025-03-20 01:43:00,Barcelona,699
6424,MacBook Pro,1,2025-07-04 18:34:00,Barcelona,1499
6425,MacBook Pro,2,2025-05-26 19:19:00,Bilbao,1499
6426,Teclado Mecánico,1,2025-01-29 05:14:00,Madrid,120
6427,Monitor 4K,2,2025-09-19 13:58:00,Barcelona,399
6428,Monitor 4K,4,2025-06-29 17:10:00,Madrid,399
6429,,4,2025-08-09 14:02:00,Valencia,1499
6430,Cargador USB-C,2,2025-11-02 12:51:00,Bilbao,25
6431,Teclado Mecánico,2,2025-04-29 20:29:00,Sevilla,120
6432,Teclado Mecánico,4,2025-09-21 06:57:00,Sevilla,120
6433,iPhone 15,3,2025-12-09 22:26:00,Barcelona,999
6434,iPhone 15,1,2025-02-04 12:05:00,Sevilla,999
6435,Monitor 4K,3,2025-08-03 09:32:00,Valencia,399
6436,Google Pixel 8,1,2025-12-03 18:52:00,Barcelona,699
6437,Monitor 4K,4,2025-02-28 00:40:00,Valencia,399
6438,Cargador USB-C,1,2025-03-19 04:10:00,Madrid,25
6439,Cargador USB-C,1,2025-07-02 03:03:00,Barcelona,25
6440,iPhone 15,4,2025-08-03 21:11:00,Madrid,999
6441,Cargador USB-C,1,2025-05-17 09:01:00,Valencia,25
6442,Monitor 4K,2,2025-03-04 05:22:00,Bilbao,399
6443,Cargador USB-C,4,2025-05-27 10:20:00,Valencia,25
6444,Monitor 4K,2,2025-10-17 01:58:00,Madrid,399
6445,Cargador USB-C,1,2025-09-13 18:27:00,Valencia,25
6446,Teclado Mecánico,2,2025-05-12 14:53:00,Madrid,120
6447,Teclado Mecánico,3,2025-05-05 04:21:00,Valencia,120
6448,Monitor 4K,1,2025-06-28 08:53:00,Barcelona,399
6449,Monitor 4K,4,2025-05-01 02:06:00,Barcelona,399
6450,AirPods Pro,4,2025-11-19 12:15:00,Valencia,249
6451,MacBook Pro,4,2025-01-27 17:08:00,Sevilla,1499
6452,Cargador USB-C,1,2025-08-31 03:12:00,Bilbao,25
6453,Teclado Mecánico,1,2025-05-05 16:40:00,Barcelona,120
6454,AirPods Pro,1,2025-08-05 18:31:00,Barcelona,249
6455,,4,2025-07-02 13:23:00,Bilbao,399
6456,Monitor 4K,1,2025-12-13 13:26:00,Barcelona,399
6457,Cargador USB-C,2,2025-09-21 15:49:00,Valencia,25
6458,Google Pixel 8,4,2025-07-29 20:25:00,Bilbao,699
6459,Cargador USB-C,1,2025-07-22 08:37:00,Madrid,25
6460,Teclado Mecánico,1,2025-06-17 04:29:00,Madrid,120
6461,MacBook Pro,1,2025-08-21 14:44:00,Sevilla,1499
6462,AirPods Pro,4,2025-02-25 02:24:00,Barcelona,249
6463,Cargador USB-C,2,2025-05-10 22:40:00,Valencia,25
6464,iPhone 15,4,2025-12-10 10:04:00,Barcelona,999
6465,,1,2025-06-26 16:41:00,Barcelona,399
6466,Monitor 4K,4,2025-03-14 02:19:00,Sevilla,399
6467,iPhone 15,4,2025-08-28 17:53:00,Sevilla,999
6468,Google Pixel 8,2,2025-08-16 18:21:00,Madrid,699
6469,Google Pixel 8,2,2025-02-03 01:17:00,Sevilla,699
6470,iPhone 15,1,2025-11-14 10:24:00,Sevilla,999
6471,Cargador USB-C,2,2025-07-01 02:11:00,Madrid,25
6472,iPhone 15,3,2025-03-17 00:04:00,Barcelona,999
6473,Monitor 4K,1,2025-10-29 09:05:00,Barcelona,399
6474,AirPods Pro,4,2025-05-16 10:08:00,Sevilla,249
6475,Teclado Mecánico,1,2025-06-28 05:15:00,Sevilla,120
6476,iPhone 15,3,2025-11-30 03:24:00,Sevilla,999
6477,Cargador USB-C,4,2025-11-02 01:20:00,Barcelona,25
6478,Monitor 4K,1,2025-12-12 21:08:00,Valencia,399
6479,AirPods Pro,1,2025-01-03 17:30:00,Barcelona,249
6480,Monitor 4K,4,2025-07-27 21:18:00,Sevilla,399
6481,iPhone 15,2,2025-07-18 20:01:00,Madrid,999
6482,MacBook Pro,2,2025-11-18 08:34:00,Valencia,1499
6483,AirPods Pro,3,2025-02-17 02:29:00,Sevilla,249
6484,Cargador USB-C,4,2025-08-13 15:34:00,Bilbao,25
6485,Google Pixel 8,4,2025-03-27 05:43:00,Sevilla,699
6486,Cargador USB-C,2,2025-11-11 14:46:00,Valencia,25
6487,AirPods Pro,2,2025-10-13 13:26:00,Valencia,249
6488,Google Pixel 8,4,2025-12-08 09:38:00,Sevilla,699
6489,MacBook Pro,1,2025-09-29 12:34:00,Valencia,1499
6490,Google Pixel 8,2,2025-11-23 14:15:00,Barcelona,699
6491,Teclado Mecánico,1,2025-02-20 21:00:00,Madrid,120
6492,Google Pixel 8,4,2025-12-28 16:06:00,Valencia,699
6493,Google Pixel 8,4,2025-03-01 02:30:00,Barcelona,699
6494,Monitor 4K,1,2025-05-30 02:45:00,Barcelona,399
6495,AirPods Pro,1,2025-06-05 13:48:00,Barcelona,249
6496,iPhone 15,3,2025-05-05 11:03:00,Barcelona,999
6497,Cargador USB-C,4,2025-03-15 17:40:00,Sevilla,25
6498,Cargador USB-C,1,2025-06-21 17:05:00,Bilbao,25
6499,MacBook Pro,1,2025-01-05 21:36:00,Sevilla,1499
6500,Cargador USB-C,2,2025-01-08 20:15:00,Madrid,25
6501,Teclado Mecánico,1,2025-07-15 11:46:00,Barcelona,120
6502,Teclado Mecánico,4,2025-05-19 09:13:00,Barcelona,120
6503,Google Pixel 8,4,2025-08-20 17:30:00,Bilbao,699
6504,MacBook Pro,1,2025-03-31 11:42:00,Madrid,1499
6505,Teclado Mecánico,4,2025-12-21 23:06:00,Madrid,120
6506,MacBook Pro,4,2025-05-19 03:52:00,Bilbao,1499
6507,Monitor 4K,3,2025-12-26 16:34:00,Valencia,399
6508,iPhone 15,2,2025-11-11 07:40:00,Barcelona,999
6509,Teclado Mecánico,4,2025-02-24 05:35:00,Barcelona,120
6510,AirPods Pro,3,2025-08-14 03:25:00,Sevilla,249
6511,iPhone 15,2,2025-06-30 00:01:00,Valencia,999
