id_venta,fecha,producto,cliente_id,costo_unitario,cantidad,metodo_pago,pais,satisfaccion,precio_venta,ingreso_total,utilidad,tendencia_utilidad
18134,2024-05-05 22:10:00,Smartwatch,672,508.92204623514687,4,Transfer,Canada,5,661.5986601056909,2646.3946404227636,610.7064554821761,638.1384881490197
18135,2024-05-05 22:20:00,Headphones,4114,239.9811829144688,5,PayPal,UK,2,311.97553778880945,1559.8776889440473,359.9717743717033,638.1383738267128
18136,2024-05-05 22:30:00,Smartphone,744,570.9238518921716,1,Credit Card,Germany,1,742.201007459823,742.201007459823,171.27715556765145,638.1382595044059
18137,2024-05-05 22:40:00,Smartwatch,4737,59.667964767895135,5,Crypto,Canada,3,77.56835419826368,387.8417709913184,89.50194715184273,638.138145182099
18138,2024-05-05 22:50:00,Laptop,860,392.4973388670624,4,Credit Card,Canada,1,510.24654052718114,2040.9861621087246,470.9968066404749,638.1380308597921
18139,2024-05-05 23:00:00,Tablet,2616,660.21577733807,9,Crypto,Estonia,2,858.280510539491,7724.524594855419,1782.58259881279,638.1379165374852
18140,2024-05-05 23:10:00,Smartwatch,4924,548.5783668490783,1,Credit Card,Germany,4,713.1518769038018,713.1518769038018,164.57351005472356,638.1378022151783
18141,2024-05-05 23:20:00,Smartwatch,4878,220.31185391146738,2,Crypto,Mexico,1,286.4054100849076,572.8108201698152,132.18711234688044,638.1376878928714
18142,2024-05-05 23:30:00,Laptop,3907,738.6541756552411,9,Transfer,UK,1,960.2504283518135,8642.253855166322,1994.3662742691513,638.1375735705645
18143,2024-05-05 23:40:00,Smartwatch,4246,264.3362254099217,5,PayPal,Canada,1,343.63709303289824,1718.1854651644912,396.50433811488256,638.1374592482576
18144,2024-05-05 23:50:00,Smartphone,2580,592.5181351435784,7,Crypto,Germany,4,770.273575686652,5391.915029806563,1244.2880838015144,638.1373449259507
18145,2024-05-06 00:00:00,Smartphone,2182,553.5465691894847,3,Credit Card,Canada,4,719.61053994633,2158.8316198389903,498.19191227053625,638.1372306036438
18146,2024-05-06 00:10:00,Smartwatch,1183,714.6303370450873,8,Crypto,Mexico,1,929.0194381586135,7432.155505268908,1715.1128089082094,638.137116281337
18147,2024-05-06 00:20:00,Smartphone,2971,677.5159322860266,1,PayPal,Estonia,5,880.7707119718345,880.7707119718345,203.254779685808,638.1370019590302
18148,2024-05-06 00:30:00,Smartwatch,231,104.969056207492,5,PayPal,Estonia,3,136.4597730697396,682.2988653486981,157.45358431123805,638.1368876367233
18149,2024-05-06 00:40:00,Headphones,1521,773.9586402171176,2,Transfer,Mexico,1,1006.1462322822529,2012.2924645645057,464.37518413027055,638.1367733144164
18150,2024-05-06 00:50:00,Headphones,307,242.34580446750962,4,Transfer,UK,3,315.0495458077625,1260.19818323105,290.81496536101156,638.1366589921095
18151,2024-05-06 01:00:00,Laptop,2017,514.3568438289426,9,PayPal,Estonia,3,668.6638969776254,6017.975072798628,1388.7634783381454,638.1365446698026
18152,2024-05-06 01:10:00,Laptop,2160,377.19142213240497,4,Crypto,USA,4,490.3488487721265,1961.395395088506,452.629706558886,638.1364303474957
18153,2024-05-06 01:20:00,Tablet,3475,275.54138085871585,6,Credit Card,UK,1,358.20379511633064,2149.222770697984,495.9744855456888,638.1363160251888
18154,2024-05-06 01:30:00,Smartphone,369,715.4096294256972,8,Transfer,Canada,4,930.0325182534064,7440.260146027251,1716.9831106216734,638.1362017028819
18155,2024-05-06 01:40:00,Headphones,4204,464.43656522765247,9,PayPal,Mexico,1,603.7675347959482,5433.907813163534,1253.978726114662,638.136087380575
18156,2024-05-06 01:50:00,Laptop,3520,787.0001693207862,5,Transfer,Mexico,3,1023.1002201170221,5115.50110058511,1180.5002539811794,638.1359730582681
18157,2024-05-06 02:00:00,Laptop,3399,457.7373061741253,1,Transfer,Canada,3,595.0584980263629,595.0584980263629,137.32119185223763,638.1358587359612
18158,2024-05-06 02:10:00,Smartphone,1541,172.93354254475787,2,Transfer,Mexico,3,224.81360530818523,449.62721061637046,103.76012552685472,638.1357444136543
18159,2024-05-06 02:20:00,Laptop,3183,316.3799004291879,8,Credit Card,Germany,3,411.2938705579443,3290.350964463554,759.311761030051,638.1356300913474
18160,2024-05-06 02:30:00,Laptop,1084,638.4779075179526,4,Crypto,UK,2,830.0212797733385,3320.085119093354,766.1734890215434,638.1355157690405
18161,2024-05-06 02:40:00,Tablet,626,767.9556981786776,6,Crypto,UK,3,998.3424076322809,5990.054445793686,1382.3202567216204,638.1354014467336
18162,2024-05-06 02:50:00,Tablet,3691,91.88950557121007,2,Credit Card,Canada,4,119.45635724257309,238.91271448514618,55.13370334272605,638.1352871244267
18163,2024-05-06 03:00:00,Tablet,4470,777.6215533549893,1,PayPal,Canada,2,1010.908019361486,1010.908019361486,233.28646600649677,638.1351728021198
18164,2024-05-06 03:10:00,Laptop,765,334.7762011421833,5,PayPal,USA,3,435.20906148483834,2176.045307424192,502.16430171327534,638.1350584798129
18165,2024-05-06 03:20:00,Smartphone,2270,627.1414940460332,9,Transfer,Mexico,4,815.2839422598432,7337.555480338589,1693.2820339242899,638.1349441575061
18166,2024-05-06 03:30:00,Smartwatch,4937,458.77863686202664,3,Crypto,Mexico,1,596.4122279206347,1789.236683761904,412.90077317582404,638.1348298351992
18167,2024-05-06 03:40:00,Headphones,3576,449.0584106050411,8,Credit Card,Mexico,5,583.7759337865534,4670.207470292427,1077.7401854520986,638.1347155128923
18168,2024-05-06 03:50:00,Smartphone,3885,670.1006672365847,5,PayPal,Canada,3,871.1308674075602,4355.654337037801,1005.1510008548776,638.1346011905854
18169,2024-05-06 04:00:00,Headphones,2148,121.59979365713257,9,Transfer,USA,4,158.07973175427233,1422.717585788451,328.3194428742579,638.1344868682785
18170,2024-05-06 04:10:00,Tablet,3013,435.9464028360365,5,PayPal,Canada,4,566.7303236868474,2833.651618434237,653.9196042540548,638.1343725459716
18171,2024-05-06 04:20:00,Smartphone,3602,167.13213135925938,6,Credit Card,UK,5,217.2717707670372,1303.6306246022232,300.83783644666687,638.1342582236647
18172,2024-05-06 04:30:00,Laptop,4281,363.0641257843892,8,PayPal,Germany,1,471.98336351970596,3775.8669081576477,871.353901882534,638.1341439013578
18173,2024-05-06 04:40:00,Headphones,2826,480.1738394068494,4,Crypto,UK,4,624.2259912289043,2496.903964915617,576.2086072882194,638.1340295790509
18174,2024-05-06 04:50:00,Headphones,2668,214.91108155560838,6,Transfer,Germany,2,279.3844060222909,1676.3064361337451,386.8399468000948,638.133915256744
18175,2024-05-06 05:00:00,Tablet,4149,760.6375956926988,3,Crypto,USA,1,988.8288744005085,2966.4866232015256,684.5738361234289,638.1338009344371
18176,2024-05-06 05:10:00,Smartwatch,2279,419.7108168127326,6,PayPal,Canada,4,545.6240618565524,3273.7443711393144,755.4794702629188,638.1336866121302
18177,2024-05-06 05:20:00,Headphones,3091,506.42185785160757,9,PayPal,Estonia,3,658.3484152070898,5925.135736863808,1367.3390161993402,638.1335722898233
18178,2024-05-06 05:30:00,Laptop,1223,381.72245557890653,7,PayPal,Mexico,5,496.2391922525785,3473.6743457680495,801.6171567157039,638.1334579675164
18179,2024-05-06 05:40:00,Tablet,1024,354.0048976272734,5,Crypto,Canada,5,460.2063669154554,2301.031834577277,531.0073464409102,638.1333436452095
18180,2024-05-06 05:50:00,Smartphone,324,494.2886117758204,7,Crypto,Estonia,2,642.5751953085665,4498.026367159966,1038.006084729223,638.1332293229026
18181,2024-05-06 06:00:00,Laptop,2304,161.14131609550284,2,Credit Card,USA,3,209.4837109241537,418.9674218483074,96.68478965730174,638.1331150005957
18182,2024-05-06 06:10:00,Tablet,171,408.86620213203986,6,PayPal,Germany,5,531.5260627716518,3189.156376629911,735.9591638376719,638.1330006782888
18183,2024-05-06 06:20:00,Smartwatch,3880,718.2618563506643,4,Transfer,Mexico,2,933.7404132558636,3734.9616530234543,861.9142276207972,638.1328863559819
18184,2024-05-06 06:30:00,Headphones,4267,719.4929275422738,3,Transfer,Estonia,1,935.3408058049561,2806.022417414868,647.5436347880463,638.1327720336751
18185,2024-05-06 06:40:00,Smartphone,4148,675.7398993872323,5,Transfer,Estonia,2,878.461869203402,4392.30934601701,1013.609849080849,638.1326577113682
18186,2024-05-06 06:50:00,Smartwatch,4627,280.23167685042125,2,Transfer,Canada,4,364.30117990554766,728.6023598110953,168.1390061102528,638.1325433890613
18187,2024-05-06 07:00:00,Tablet,311,82.9145403449015,1,Crypto,UK,5,107.78890244837194,107.78890244837194,24.874362103470446,638.1324290667544
18188,2024-05-06 07:10:00,Laptop,4310,594.3281278722952,7,Credit Card,Germany,2,772.6265662339838,5408.385963637887,1248.08906853182,638.1323147444475
18189,2024-05-06 07:20:00,Headphones,4411,471.0904378165129,2,PayPal,UK,2,612.4175691614668,1224.8351383229335,282.6542626899077,638.1322004221406
18190,2024-05-06 07:30:00,Headphones,4968,297.87953664584404,8,Crypto,Germany,3,387.2433976395973,3097.947181116778,714.9108879500259,638.1320860998337
18191,2024-05-06 07:40:00,Laptop,2636,595.8349610276766,3,Crypto,Canada,3,774.5854493359797,2323.756348007939,536.251464924909,638.1319717775268
18192,2024-05-06 07:50:00,Smartphone,4081,723.2089856613146,6,Credit Card,USA,5,940.171681359709,5641.030088158254,1301.7761741903669,638.1318574552199
18193,2024-05-06 08:00:00,Tablet,4706,447.0678288695802,9,PayPal,USA,2,581.1881775304543,5230.693597774089,1207.0831379478668,638.131743132913
18194,2024-05-06 08:10:00,Smartphone,2260,727.4551579311244,9,PayPal,Germany,1,945.6917053104618,8511.225347794156,1964.128926414036,638.1316288106061
18195,2024-05-06 08:20:00,Smartwatch,326,324.87326318586827,9,Credit Card,Estonia,4,422.3352421416288,3801.017179274659,877.1578106018446,638.1315144882992
18196,2024-05-06 08:30:00,Laptop,752,720.9701868704939,4,Crypto,Estonia,5,937.2612429316421,3749.0449717265683,865.1642242445928,638.1314001659923
18197,2024-05-06 08:40:00,Tablet,4654,666.5210856736016,1,Crypto,Estonia,2,866.4774113756822,866.4774113756822,199.95632570208056,638.1312858436854
18198,2024-05-06 08:50:00,Laptop,3902,335.70234936239086,1,Transfer,UK,2,436.4130541711081,436.4130541711081,100.71070480871725,638.1311715213785
18199,2024-05-06 09:00:00,Smartwatch,2558,96.62444574523744,3,Credit Card,Mexico,4,125.61177946880868,376.83533840642605,86.96200117071373,638.1310571990716
18200,2024-05-06 09:10:00,Tablet,4616,759.8861049177265,3,PayPal,Canada,5,987.8519363930444,2963.555809179133,683.8974944259539,638.1309428767647
18201,2024-05-06 09:20:00,Laptop,3522,269.6264628827923,7,PayPal,Germany,3,350.51440174762996,2453.6008122334097,566.2155720538638,638.1308285544578
18202,2024-05-06 09:30:00,Smartphone,3169,350.46496726506456,9,Transfer,UK,1,455.60445744458394,4100.440117001255,946.2554116156743,638.130714232151
18203,2024-05-06 09:40:00,Smartwatch,4520,649.5216748866935,2,Crypto,USA,3,844.3781773527016,1688.7563547054033,389.71300493201625,638.1305999098441
18204,2024-05-06 09:50:00,Headphones,2716,660.3374981335103,2,Credit Card,Mexico,2,858.4387475735634,1716.8774951471269,396.2024988801063,638.1304855875372
18205,2024-05-06 10:00:00,Smartwatch,4529,267.0431764289964,8,PayPal,USA,5,347.1561293576953,2777.2490348615624,640.9036234295913,638.1303712652303
18206,2024-05-06 10:10:00,Smartphone,1152,646.9424158790736,8,Crypto,Mexico,3,841.0251406427957,6728.2011251423655,1552.661798109777,638.1302569429234
18207,2024-05-06 10:20:00,Tablet,2983,188.15190004267606,6,PayPal,Mexico,3,244.59747005547888,1467.5848203328733,338.6734200768169,638.1301426206165
18208,2024-05-06 10:30:00,Smartphone,1886,322.25035138300325,1,Crypto,USA,1,418.92545679790425,418.92545679790425,96.675105414901,638.1300282983096
18209,2024-05-06 10:40:00,Tablet,3655,790.5169084527136,7,PayPal,Estonia,3,1027.6719809885276,7193.703866919694,1660.0855077506985,638.1299139760027
18210,2024-05-06 10:50:00,Smartphone,2142,605.3774675210568,8,Transfer,Canada,1,786.9907077773739,6295.925662218991,1452.905922050537,638.1297996536958
18211,2024-05-06 11:00:00,Tablet,750,595.0963931451922,3,Credit Card,Mexico,4,773.6253110887499,2320.8759332662494,535.5867538306727,638.1296853313889
18212,2024-05-06 11:10:00,Smartphone,2761,547.662426590975,4,Transfer,Germany,5,711.9611545682675,2847.84461827307,657.1949119091701,638.129571009082
18213,2024-05-06 11:20:00,Headphones,3942,394.53383238773074,3,Crypto,Mexico,4,512.89398210405,1538.68194631215,355.080449148958,638.1294566867751
18214,2024-05-06 11:30:00,Headphones,1173,575.8356705156175,8,Transfer,USA,5,748.5863716703028,5988.6909733624225,1382.0056092374825,638.1293423644682
18215,2024-05-06 11:40:00,Smartphone,4288,549.3878234594268,2,Crypto,UK,5,714.204170497255,1428.40834099451,329.6326940756562,638.1292280421613
18216,2024-05-06 11:50:00,Smartwatch,777,776.7740716763537,7,PayPal,Estonia,5,1009.8062931792599,7068.644052254819,1631.225550520343,638.1291137198544
18217,2024-05-06 12:00:00,Headphones,3967,290.2264837628318,4,Credit Card,Mexico,4,377.2944288916813,1509.1777155667253,348.2717805153982,638.1289993975475
18218,2024-05-06 12:10:00,Headphones,1850,152.63167161630008,9,Crypto,Canada,3,198.4211731011901,1785.790557910711,412.1055133640102,638.1288850752406
18219,2024-05-06 12:20:00,Smartphone,1636,493.60276712013996,5,Credit Card,UK,4,641.683597256182,3208.41798628091,740.4041506802105,638.1287707529337
18220,2024-05-06 12:30:00,Tablet,963,767.9634004721862,1,PayPal,Germany,2,998.3524206138421,998.3524206138421,230.38902014165592,638.128656430627
18221,2024-05-06 12:40:00,Laptop,681,584.2226764390124,1,Credit Card,Germany,5,759.4894793707161,759.4894793707161,175.26680293170375,638.1285421083201
18222,2024-05-06 12:50:00,Headphones,1692,207.5151803280817,3,Crypto,Mexico,2,269.7697344265062,809.3092032795187,186.76366229527355,638.1284277860132
18223,2024-05-06 13:00:00,Headphones,150,219.16320837960234,6,Crypto,Germany,5,284.91217089348305,1709.4730253608982,394.49377508328416,638.1283134637063
18224,2024-05-06 13:10:00,Smartphone,1805,436.57016864019073,7,PayPal,Estonia,2,567.541219232248,3972.788534625736,916.7973541444007,638.1281991413994
18225,2024-05-06 13:20:00,Smartwatch,4713,460.50111979714075,1,Crypto,Mexico,1,598.651455736283,598.651455736283,138.15033593914222,638.1280848190925
18226,2024-05-06 13:30:00,Headphones,2137,346.99579908551067,1,PayPal,Canada,4,451.0945388111639,451.0945388111639,104.09873972565322,638.1279704967856
18227,2024-05-06 13:40:00,Tablet,378,389.7735992423474,7,PayPal,Canada,3,506.70567901505166,3546.9397531053614,818.5245584089294,638.1278561744787
18228,2024-05-06 13:50:00,Headphones,1217,510.6026799611424,2,Crypto,UK,3,663.7834839494852,1327.5669678989705,306.3616079766856,638.1277418521718
18229,2024-05-06 14:00:00,Headphones,2697,697.4006651454374,8,PayPal,Estonia,1,906.6208646890686,7252.966917512549,1673.7615963490498,638.1276275298649
18230,2024-05-06 14:10:00,Headphones,4891,525.1651261097602,6,Crypto,Canada,2,682.7146639426883,4096.28798365613,945.2972269975685,638.127513207558
18231,2024-05-06 14:20:00,Smartphone,2551,705.8394729969751,9,Credit Card,Estonia,4,917.5913148960677,8258.321834064609,1905.766577091833,638.1273988852511
18232,2024-05-06 14:30:00,Tablet,599,313.00833399545115,9,PayPal,Estonia,4,406.91083419408653,3662.1975077467787,845.1225017877182,638.1272845629442
18233,2024-05-06 14:40:00,Tablet,4467,361.2353888042478,8,Crypto,USA,3,469.60600544552216,3756.8480435641773,866.9649331301948,638.1271702406373
18234,2024-05-06 14:50:00,Smartphone,3400,270.1820435015145,7,PayPal,Mexico,5,351.23665655196885,2458.656595863782,567.3822913531806,638.1270559183304
18235,2024-05-06 15:00:00,Tablet,2022,481.608486371716,2,Crypto,UK,5,626.0910322832309,1252.1820645664618,288.96509182302975,638.1269415960235
18236,2024-05-06 15:10:00,Smartphone,3781,693.2834148361962,5,Transfer,USA,1,901.2684392870551,4506.342196435276,1039.9251222542944,638.1268272737166
18237,2024-05-06 15:20:00,Headphones,716,772.9578244997201,9,Credit Card,Estonia,1,1004.8451718496362,9043.606546646726,2086.986126149245,638.1267129514097
18238,2024-05-06 15:30:00,Smartwatch,2977,431.569471033791,9,Credit Card,UK,4,561.0403123439283,5049.362811095355,1165.237571791236,638.1265986291028
18239,2024-05-06 15:40:00,Tablet,2022,494.41433756836733,4,Transfer,Canada,3,642.7386388388776,2570.9545553555104,593.297205082041,638.126484306796
18240,2024-05-06 15:50:00,Smartwatch,3127,293.40481361977197,6,PayPal,Germany,4,381.42625770570356,2288.5575462342213,528.1286645155894,638.1263699844891
18241,2024-05-06 16:00:00,Laptop,982,361.97228031908713,7,Crypto,Mexico,2,470.5639644148133,3293.9477509036933,760.1417886700833,638.1262556621822
18242,2024-05-06 16:10:00,Tablet,1398,757.9528196037687,9,Credit Card,UK,4,985.3386654848994,8868.047989364095,2046.4726129301762,638.1261413398753
18243,2024-05-06 16:20:00,Smartphone,1612,318.64060103561326,5,Transfer,Canada,4,414.23278134629726,2071.1639067314863,477.9609015534202,638.1260270175684
18244,2024-05-06 16:30:00,Laptop,2910,766.513510173974,1,PayPal,Mexico,3,996.4675632261662,996.4675632261662,229.9540530521922,638.1259126952615
18245,2024-05-06 16:40:00,Headphones,4631,599.2558947450487,8,Crypto,Mexico,3,779.0326631685634,6232.261305348507,1438.2141473881175,638.1257983729546
18246,2024-05-06 16:50:00,Smartwatch,4419,484.53646202476034,9,Crypto,Canada,5,629.8974006321885,5669.076605689696,1308.2484474668536,638.1256840506477
18247,2024-05-06 17:00:00,Tablet,4726,164.98138313669853,2,Credit Card,Canada,5,214.47579807770808,428.95159615541615,98.9888298820191,638.1255697283408
18248,2024-05-06 17:10:00,Tablet,141,236.5473231517979,7,Transfer,Mexico,2,307.51152009733727,2152.580640681361,496.7493786187754,638.1254554060339
18249,2024-05-06 17:20:00,Smartwatch,2142,446.7900574442216,1,Transfer,Germany,4,580.8270746774881,580.8270746774881,134.0370172332665,638.125341083727
18250,2024-05-06 17:30:00,Tablet,2898,318.6783046519156,2,Crypto,Canada,5,414.2817960474903,828.5635920949805,191.20698279114936,638.1252267614201
18251,2024-05-06 17:40:00,Smartwatch,3481,391.1547517255419,2,Transfer,Germany,1,508.50117724320455,1017.0023544864091,234.69285103532525,638.1251124391132
18252,2024-05-06 17:50:00,Smartwatch,3398,113.62300479953157,1,PayPal,USA,5,147.70990623939105,147.70990623939105,34.086901439859474,638.1249981168063
18253,2024-05-06 18:00:00,Smartwatch,2383,511.84548722340486,3,PayPal,USA,5,665.3991333904263,1996.1974001712788,460.66093850106427,638.1248837944994
18254,2024-05-06 18:10:00,Smartphone,1625,270.2937619106585,1,PayPal,Estonia,3,351.381890483856,351.381890483856,81.08812857319754,638.1247694721925
18255,2024-05-06 18:20:00,Headphones,3424,327.4519462552789,2,Crypto,Mexico,2,425.6875301318626,851.3750602637252,196.47116775316738,638.1246551498856
18256,2024-05-06 18:30:00,Laptop,3404,388.4466540211083,7,Crypto,Canada,2,504.98065022744083,3534.8645515920857,815.7379734443275,638.1245408275787
18257,2024-05-06 18:40:00,Smartphone,3700,682.560932888197,2,Transfer,Germany,2,887.3292127546562,1774.6584255093123,409.53655973291825,638.1244265052719
18258,2024-05-06 18:50:00,Laptop,2090,439.5334655777114,2,PayPal,Germany,4,571.3935052510249,1142.7870105020497,263.7200793466269,638.124312182965
18259,2024-05-06 19:00:00,Headphones,3020,655.0250774750433,1,Crypto,Mexico,1,851.5326007175563,851.5326007175563,196.507523242513,638.1241978606581
18260,2024-05-06 19:10:00,Smartphone,4662,477.7119094489,5,Credit Card,Canada,3,621.02548228357,3105.12741141785,716.5678641733502,638.1240835383512
18261,2024-05-06 19:20:00,Laptop,560,285.6823408466858,9,Credit Card,UK,4,371.3870431006916,3342.4833879062244,771.3423202860522,638.1239692160443
18262,2024-05-06 19:30:00,Smartwatch,769,315.57233950124623,3,Crypto,Estonia,4,410.2440413516201,1230.7321240548604,284.0151055511217,638.1238548937374
18263,2024-05-06 19:40:00,Smartwatch,2757,135.18039251460038,5,Crypto,USA,1,175.7345102689805,878.6725513449026,202.77058877190063,638.1237405714305
18264,2024-05-06 19:50:00,Smartphone,246,518.8131862532001,7,PayPal,Germany,4,674.4571421291602,4721.199994904121,1089.50769113172,638.1236262491236
18265,2024-05-06 20:00:00,Tablet,1376,687.5380059354618,9,Transfer,USA,3,893.7994077161004,8044.194669444903,1856.352616025747,638.1235119268167
18266,2024-05-06 20:10:00,Smartwatch,3377,591.132216365201,9,PayPal,Canada,2,768.4718812747612,6916.246931472851,1596.0569841860424,638.1233976045098
18267,2024-05-06 20:20:00,Headphones,390,265.73624542566705,1,Credit Card,Germany,1,345.4571190533672,345.4571190533672,79.72087362770014,638.1232832822029
18268,2024-05-06 20:30:00,Smartwatch,3477,626.2260282652488,4,Credit Card,UK,2,814.0938367448235,3256.375346979294,751.4712339182988,638.123168959896
18269,2024-05-06 20:40:00,Smartphone,2896,543.3395511604649,2,PayPal,Canada,1,706.3414165086044,1412.6828330172088,326.00373069627904,638.1230546375891
18270,2024-05-06 20:50:00,Smartphone,1141,271.92065147894556,9,Transfer,Estonia,3,353.49684692262923,3181.471622303663,734.1857589931528,638.1229403152822
18271,2024-05-06 21:00:00,Smartphone,1348,591.6865131075733,7,Transfer,Canada,4,769.1924670398454,5384.347269278917,1242.5416775259046,638.1228259929753
18272,2024-05-06 21:10:00,Laptop,3383,272.2030859253431,3,Credit Card,Canada,2,353.864011702946,1061.592035108838,244.98277733280872,638.1227116706684
18273,2024-05-06 21:20:00,Headphones,3272,471.00107494345826,7,PayPal,Germany,2,612.3013974264958,4286.10978198547,989.1022573812625,638.1225973483615
18274,2024-05-06 21:30:00,Headphones,571,739.255819423731,4,Credit Card,Canada,4,961.0325652508504,3844.1302610034018,887.1069833084775,638.1224830260546
18275,2024-05-06 21:40:00,Tablet,4712,496.5343622933086,5,PayPal,Mexico,3,645.4946709813012,3227.473354906506,744.8015434399626,638.1223687037477
18276,2024-05-06 21:50:00,Smartwatch,4791,604.7148325342922,8,PayPal,Canada,2,786.1292822945799,6289.034258356639,1451.3155980823012,638.1222543814409
18277,2024-05-06 22:00:00,Smartwatch,3456,471.7004981537055,1,PayPal,Mexico,4,613.2106475998172,613.2106475998172,141.5101494461117,638.122140059134
18278,2024-05-06 22:10:00,Smartphone,4953,146.16296708617563,7,Transfer,Germany,3,190.01185721202833,1330.0830004841982,306.94223088096885,638.1220257368271
18279,2024-05-06 22:20:00,Headphones,4029,202.19179013225335,5,Credit Card,UK,5,262.84932717192936,1314.2466358596469,303.28768519838013,638.1219114145202
18280,2024-05-06 22:30:00,Laptop,1492,633.1294074933858,8,Crypto,UK,2,823.0682297414015,6584.545837931212,1519.510577984126,638.1217970922133
18281,2024-05-06 22:40:00,Headphones,4561,508.8738000817295,4,Transfer,Mexico,2,661.5359401062484,2646.1437604249936,610.6485600980757,638.1216827699064
18282,2024-05-06 22:50:00,Headphones,4090,274.61081588592344,4,Crypto,USA,5,356.99406065170047,1427.9762426068019,329.5329790631081,638.1215684475995
18283,2024-05-06 23:00:00,Smartwatch,443,287.68329151401815,8,Transfer,Canada,1,373.9882789682236,2991.906231745789,690.4398996336436,638.1214541252926
18284,2024-05-06 23:10:00,Headphones,2662,366.1349855425883,8,Credit Card,UK,3,475.9754812053648,3807.8038496429185,878.723965302212,638.1213398029857
18285,2024-05-06 23:20:00,Smartwatch,3876,197.73527860977163,2,Transfer,Canada,4,257.0558621927031,514.1117243854062,118.64116716586295,638.1212254806788
18286,2024-05-06 23:30:00,Headphones,763,146.76818346587393,9,PayPal,Mexico,4,190.79863850563612,1717.187746550725,396.27409535785955,638.121111158372
18287,2024-05-06 23:40:00,Smartwatch,1978,91.49703126290268,1,Transfer,USA,1,118.94614064177348,118.94614064177348,27.4491093788708,638.120996836065
18288,2024-05-06 23:50:00,Headphones,1398,84.46751594529223,2,Credit Card,Estonia,2,109.8077707288799,219.6155414577598,50.680509567175335,638.1208825137581
18289,2024-05-07 00:00:00,Smartphone,3781,565.8514784269562,7,Transfer,Germany,5,735.606921955043,5149.248453685302,1188.2881046966086,638.1207681914512
18290,2024-05-07 00:10:00,Smartphone,1048,53.74082823877808,6,PayPal,Estonia,2,69.8630767104115,419.178460262469,96.73349082980053,638.1206538691443
18291,2024-05-07 00:20:00,Laptop,4313,500.8396579669733,3,Credit Card,USA,4,651.0915553570653,1953.274666071196,450.75569217027623,638.1205395468374
18292,2024-05-07 00:30:00,Smartwatch,2545,372.15749002567674,2,PayPal,Germany,3,483.80473703337975,967.6094740667595,223.29449401540603,638.1204252245305
18293,2024-05-07 00:40:00,Laptop,4834,370.7460210110774,7,Transfer,UK,1,481.9698273144006,3373.7887912008046,778.5666441232629,638.1203109022237
18294,2024-05-07 00:50:00,Headphones,3681,277.8638515596115,1,PayPal,Mexico,2,361.22300702749493,361.22300702749493,83.35915546788345,638.1201965799169
18295,2024-05-07 01:00:00,Smartphone,3845,223.4519822481631,1,Credit Card,Germany,3,290.48757692261205,290.48757692261205,67.03559467444896,638.12008225761
18296,2024-05-07 01:10:00,Smartphone,544,280.4936500064869,5,PayPal,USA,3,364.641745008433,1823.208725042165,420.7404750097305,638.1199679353031
18297,2024-05-07 01:20:00,Headphones,4973,92.9930337623522,2,Credit Card,UK,1,120.89094389105786,241.78188778211572,55.79582025741132,638.1198536129962
18298,2024-05-07 01:30:00,Tablet,1890,349.01614492296846,7,Transfer,Mexico,1,453.72098839985904,3176.0469187990134,732.9339043382342,638.1197392906893
18299,2024-05-07 01:40:00,Smartwatch,4950,470.1433517377187,4,Credit Card,USA,3,611.1863572590344,2444.7454290361375,564.1720220852626,638.1196249683824
18300,2024-05-07 01:50:00,Smartphone,2306,467.91928544670554,8,Credit Card,USA,2,608.2950710807172,4866.360568645738,1123.0062850720933,638.1195106460755
18301,2024-05-07 02:00:00,Headphones,2678,300.6138575255469,2,Transfer,Germany,4,390.798014783211,781.596029566422,180.36831451532817,638.1193963237686
18302,2024-05-07 02:10:00,Smartphone,1625,511.328919590459,7,Crypto,Canada,4,664.7275954675968,4653.093168273177,1073.790731139964,638.1192820014617
18303,2024-05-07 02:20:00,Headphones,571,710.0959905327311,2,Credit Card,UK,1,923.1247876925504,1846.2495753851008,426.0575943196386,638.1191676791548
18304,2024-05-07 02:30:00,Laptop,2992,235.86345263448231,5,Credit Card,UK,5,306.622488424827,1533.112442124135,353.7951789517235,638.1190533568479
18305,2024-05-07 02:40:00,Smartphone,4359,415.1117609110229,3,Crypto,Estonia,5,539.6452891843297,1618.9358675529893,373.60058481992064,638.118939034541
18306,2024-05-07 02:50:00,Smartphone,4919,701.554629598423,3,Crypto,USA,3,912.02101847795,2736.06305543385,631.3991666385809,638.1188247122341
18307,2024-05-07 03:00:00,Laptop,4724,85.17542449527805,5,PayPal,Canada,3,110.72805184386146,553.6402592193074,127.76313674291714,638.1187103899272
18308,2024-05-07 03:10:00,Smartwatch,4825,686.2503899503515,9,PayPal,Germany,2,892.125506935457,8029.129562419113,1852.8760528659495,638.1185960676203
18309,2024-05-07 03:20:00,Headphones,3184,70.60391006705137,1,Transfer,Germany,1,91.78508308716678,91.78508308716678,21.18117302011541,638.1184817453134
18310,2024-05-07 03:30:00,Laptop,3100,214.87653153306687,7,Transfer,Estonia,3,279.33949099298695,1955.3764369509086,451.2407162194404,638.1183674230065
18311,2024-05-07 03:40:00,Headphones,1616,590.7258908046392,6,Crypto,Canada,5,767.943658046031,4607.661948276186,1063.3066034483509,638.1182531006996
